time_s,raw,ma_only,ma_spike,spike_flag,dA_raw,dA_ma_only,dA_ma_spike
30.4081,2.204800,2.189940,2.189940,0,2.112291,2.098572,2.098572
30.5336,2.227500,2.199960,2.199960,0,2.133400,2.107814,2.107814
30.6600,2.184100,2.197540,2.197540,0,2.093202,2.105579,2.105579
30.7884,2.235700,2.211220,2.211220,0,2.141070,2.118242,2.118242
30.9115,2.233000,2.217020,2.217020,0,2.138542,2.123632,2.123632
31.0371,2.255600,2.227180,2.227180,0,2.159786,2.133101,2.133101
31.1638,2.351000,2.251880,2.251880,0,2.251546,2.156277,2.156277
31.2903,2.344800,2.284020,2.284020,0,2.245479,2.186767,2.186767
31.4154,2.349500,2.306780,2.306780,0,2.250077,2.208589,2.208589
31.5412,2.407300,2.341640,2.341640,0,2.307329,2.242392,2.242392
31.6671,2.416700,2.373860,2.373860,0,2.316764,2.274047,2.274047
31.7963,2.449600,2.393580,2.393580,0,2.350064,2.293621,2.293621
31.9199,2.465200,2.417660,2.417660,0,2.366006,2.317729,2.317729
32.0459,2.502600,2.448280,2.448280,0,2.404633,2.348720,2.348720
32.1720,2.516800,2.470180,2.470180,0,2.419450,2.371117,2.371117
32.2977,2.530700,2.492980,2.492980,0,2.434036,2.394642,2.394642
32.4243,2.509000,2.504860,2.504860,0,2.411301,2.406986,2.406986
32.5499,2.476900,2.507200,2.507200,0,2.378028,2.409424,2.409424
32.6758,2.466800,2.500040,2.500040,0,2.367647,2.401971,2.401971
32.8029,2.537200,2.504120,2.504120,0,2.440885,2.406215,2.406215
32.9280,2.467500,2.491480,2.491480,0,2.368365,2.393088,2.393088
33.0536,2.527800,2.495240,2.495240,0,2.430987,2.396986,2.396986
33.1799,2.500400,2.499940,2.499940,0,2.402345,2.401867,2.401867
33.3057,2.543400,2.515260,2.515260,0,2.447434,2.417839,2.417839
33.4346,2.505100,2.508840,2.508840,0,2.407236,2.411134,2.411134
33.5574,2.571500,2.529640,2.529640,0,2.477322,2.432921,2.432921
33.6835,2.555900,2.535260,2.535260,0,2.460688,2.438839,2.438839
33.8115,2.555900,2.546360,2.546360,0,2.460688,2.450567,2.450567
33.9360,2.588800,2.555440,2.555440,0,2.495892,2.460199,2.460199
34.0613,2.598100,2.574040,2.574040,0,2.505927,2.480041,2.480041
34.1871,2.640400,2.587820,2.587820,0,2.552051,2.494836,2.494836
34.3139,2.640400,2.604720,2.604720,0,2.552051,2.513094,2.513094
34.4392,2.688100,2.631160,2.631160,0,2.605017,2.541909,2.541909
34.5654,2.664600,2.646320,2.646320,0,2.578795,2.558570,2.558570
34.6922,2.749100,2.676520,2.676520,0,2.674258,2.592065,2.592065
34.8173,2.785800,2.705600,2.705600,0,2.716748,2.624707,2.624707
34.9440,2.771700,2.731860,2.731860,0,2.700348,2.654515,2.654515
